Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,label,statistical_report,tiny_url,web_traffic
www.uvm.edu,0,0,/studentlife/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.maxiking.com.bo,0,0,/LLC/Limited/,0,http,0,2,0,1,0,1,0,1,0,0,1
www.members.tripod.com,0,0,/izshe/,0,http,0,2,0,0,0,0,0,0,0,0,0
www.birdguides.com,0,0,/species/species.asp,0,http,0,2,2,2,0,2,0,0,0,0,2
himatemia.undip.ac.id,0,0,/wp-content/uploads/2017/02/Zeska_seznam_verify-email_security/general_login.htm,0,http,0,1,1,2,0,2,0,1,0,0,0
blood.uvm.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.arthurgrosset.com,0,0,/sabirds/whitewoodpecker.html,0,http,0,2,2,2,0,2,0,0,0,1,2
dhiyaselectric.co.id,0,0,/o%20-%20Copy.html,0,https,0,2,0,1,1,1,0,1,1,0,1
www.uvm.edu,0,0,/snr/,0,http,0,2,2,1,0,1,0,0,0,0,0
www.innovi.cc,0,0,/tos/script/mail.htm,0,https,0,2,1,2,0,2,0,1,0,0,1
www.australinvestment.com,0,0,/.NSGG/B/,0,https,0,2,1,0,0,1,0,1,0,1,1
poggisub.it,0,0,/modules/Dropbox/Dropbox/Dropbox/1f539c7b586499970ef4ac3c9f72f596/,0,http,0,0,1,0,0,1,0,1,0,0,1
mirazfood.com,0,0,/update/New/success.php,0,http,0,0,0,0,0,1,0,1,0,0,1
www.kenyabirds.org.uk,0,0,/barb-sf.htm,0,http,0,1,0,0,0,0,0,0,0,0,1
www.angelfire.com,0,0,/ut/rtoons/actors.html,0,http,0,2,0,0,0,0,0,0,0,0,0
acessoseguroatodos.com,0,0,/melhorandoonline/Urgente/SantanderSelect/index1.php,0,http,0,0,1,0,0,1,0,1,1,0,1
members.tripod.com,0,0,/~chaz16/3.html,0,http,0,2,0,0,0,0,0,0,0,0,0
www.mbr-pwrc.usgs.gov,0,0,/id/framlst/i4110id.html,1,http,0,1,0,1,0,1,0,0,0,0,0
www.top-search-engine-ranking.co.uk,0,0,/,1,http,0,2,0,1,1,1,0,0,1,0,1
www.allvid.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.seabirds.org,0,0,/penguins.htm,0,http,0,2,0,0,0,0,0,0,0,0,2
www.twentyfirst.co.uk,0,0,,0,http,0,2,0,0,0,1,0,0,0,1,1
di15.co.vu,0,0,/css/,0,http,0,0,2,1,1,1,0,1,1,0,0
www.searchsummit.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,2
ni1232966-4.web16.nitrado.hosting,0,0,/ye/cmbr/,1,http,0,2,0,1,1,1,0,1,0,0,2
www.pearlmanaudiovideo.com,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
bit.ly,0,0,/2qww0gG,0,http,0,0,0,1,0,1,0,1,0,1,0
www.cdaccess.com,0,0,/html/pc/midmovie.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
www.povonline.com,0,0,/cols/col102.htm,0,http,0,2,0,2,0,1,0,0,0,0,1
blueappleassociates.com,0,0,/Images/index_files/change/0.html,0,http,0,0,2,1,1,1,0,1,1,0,1
www.purrs-of-luvcattery.com,0,0,,1,http,0,0,0,0,0,1,0,0,0,0,1
hecmk.com,0,0,/doc/es/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.emba.uvm.edu,0,0,/~rcrouse/,0,http,0,2,0,1,0,1,0,0,0,0,0
www.relevanttraffic.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.goepsa.com,0,0,/Old%20Files/yahoo/IDCHECK.html,0,http,0,2,0,0,0,1,0,1,0,0,1
payasgo.org,1,0,/exoduse/review/index.php,0,http,0,2,2,2,0,1,0,1,0,0,1
usnnvery.hol.es,0,0,/US.BANK/USDB/Home/home/auth/,0,http,0,2,0,1,1,1,0,1,1,0,1
protecfb-error-404.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
secure-notification-fbpages-inc.com,0,0,/,1,https,0,0,0,1,1,1,0,1,1,0,1
gamesaty.ga,0,0,/wp-content///yh/en/,0,http,1,0,2,1,0,1,0,1,0,0,1
www.birdguides.com,0,0,/species/species.asp,0,http,0,2,2,2,0,2,0,0,0,0,2
www.mbr-pwrc.usgs.gov,0,0,/id/framlst/i6230id.html,1,http,0,1,0,1,0,1,0,0,0,0,0
members.tripod.com,0,0,/~cheekokr/enter.html,0,http,0,2,0,0,0,0,0,0,0,0,0
www.commonastherain.com,0,0,/eros.html,0,http,0,2,0,2,0,1,0,0,0,0,1
www.geocities.com,0,0,/petsburgh/1975/flamingo.html,0,http,0,2,0,2,0,2,0,0,0,0,2
www.uk-software.com,0,0,/speakingclock.htm,1,http,0,2,0,2,0,2,0,0,0,0,1
www.nenature.com,0,0,/hairywoodpecker.htm,0,http,0,2,0,0,0,0,0,0,0,0,2
centreforcorporatecoaching.com,1,0,/okaposa/engauto189/mailbox/mailbox/,0,http,0,0,1,0,0,1,0,1,0,0,1
ourworld.compuserve.com,0,0,/homepages/anithmi/cyclocke.htm,0,http,0,2,2,0,0,1,0,0,1,0,2
www.geocities.com,0,0,/sunnylakes/,0,http,0,0,0,2,0,2,0,0,0,0,2
adultcompass.com,0,0,/avs/0/1/acw/index.html,0,http,0,0,0,0,0,1,0,0,0,0,2
www.atomtime.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
www.xreminder.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
us.imdb.com,0,0,/name/nm0289710/,0,http,0,0,0,2,0,2,0,0,0,0,0
doutorconsorcio.com.br,0,0,/folder3/Arch/Arch/Archive/,0,http,0,0,2,1,0,1,0,1,0,0,1
www.janipurr.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.jsoftconsulting.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
igforweddingpros.com,0,0,/hhhhhhh/driveup/63f2b3c183ef56ec7a14e79141d6df0c/login.php,0,http,0,0,1,1,1,1,0,1,1,0,1
www.uvm.edu,0,0,/events/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.goepsa.com,0,0,/Old%20Files/opt/doneall.html,0,http,0,2,0,2,0,1,0,1,0,0,1
www.falklandsconservation.com,0,0,/wildlife/albatross/southern-giant-petrel.html,0,http,0,2,1,0,0,1,0,0,0,0,2
www.basta.com,0,0,/prodhoras.htm,0,http,0,2,0,0,0,0,0,0,0,0,2
www.ceres.dti.ne.jp,0,0,/~nekoi/senno/senfirst.html,0,http,0,1,0,1,0,1,0,0,0,0,0
nanotechnopolis.com,0,0,/validdocument/38db23899b2225acc540a2cc9b4dae45/,0,http,0,0,2,0,0,1,0,1,0,0,1
members.tripod.com,0,0,/kcepap/,0,http,0,0,0,0,0,0,0,0,0,0,0
amirerfanian.ir,0,0,/wp-admin/ivxn/home/,0,http,0,0,0,1,0,1,0,1,1,0,1
pc-virus-373n3lc.info,0,0,/,1,http,0,0,0,1,0,1,0,1,1,0,1
citypaper.net,0,0,/articles/022996/article001.shtml,0,http,0,0,0,0,0,1,0,0,0,0,1
www.emba.uvm.edu,0,0,/~asem,0,http,0,2,0,1,0,1,0,0,0,0,0
offerup.com------------------login-confirm-account.aggly.com,0,0,/Login%20-%20OfferUp.htm,1,http,0,1,1,0,0,1,0,1,0,0,1
service-info-il.hol.es,0,0,/facebook-confirmation,1,http,0,0,0,1,1,1,0,1,1,0,1
www.bigshoulders.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,2
normansfinejewelry.com,0,0,/ASDE/QWAUTHW/asb.co.nz/index.htm,0,http,0,1,2,2,0,2,0,1,0,0,1
www.kakapo.net,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
darkkaminari.net,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
www.shearwaterjourneys.com,0,0,/shyalbatross.html,0,http,0,2,0,0,0,0,0,0,0,0,2
www.geocities.com,0,0,/tokyo/villa/9953/yaoimain.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.solstans.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,1,0,1
www.awn.com,0,0,/mag/issue1.7/articles/kowlaskidi1.7.html,0,http,0,1,2,0,0,1,0,0,0,0,0
newsvanguard.in,0,0,/secure/BOA/home/confirm.php,0,http,0,0,1,1,0,1,0,1,0,0,2
www.kenyabirds.org.uk,0,0,/nhs_w_eye.htm,0,http,0,1,0,0,0,0,0,0,0,0,1
www.birding.com,0,0,/topbirds/572aw.asp,0,http,0,2,0,0,0,0,0,0,0,0,2
www.rhino.com,0,0,/features/75645p.html,0,http,0,2,0,0,0,0,0,0,0,0,2
www.geocities.com,0,0,/eddie_monsoon2002/,0,http,0,0,0,2,0,2,0,0,0,0,2
www.peachprincess.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
www.ssmh.cz,0,0,/puvodni/alaba/aligranny.php,0,http,0,2,0,1,0,1,0,1,0,0,2
www.antiquehostel.ro,0,0,/logs/sxxs/0e92aeba37fa2bcc59a7999f36df2f6d/verification/verification.php,0,http,0,2,1,1,0,1,0,1,0,0,1
www.naturia.per.sg,0,0,/buloh/birds/prinia_flaviventris.htm,0,http,0,1,2,0,0,1,0,0,0,0,2
www.fws.gov,0,0,/midway/mabo.html,0,http,0,2,0,1,0,1,0,0,0,0,0
www.pureyaoi.org,0,0,/,0,http,0,0,0,1,0,1,0,0,1,0,1
the-yellows.eu,0,0,/www.paypal.com/paypal/www.PayPal.com%20Full-Z/ffggf5g9652g6g526g2g6dgd2g6g26g5gf63g26g52g/webscr.html,1,http,0,1,1,1,0,1,0,1,1,0,1
fedex.com-0289.systems,0,0,/track.php,1,http,0,2,0,1,0,1,0,1,1,1,1
www.bedoroses.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
faboleena.com,0,0,/js/infortis/jquery/plugins/minicolors/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/33bc67b63168dcc8f929990039d7cccb/index_2.html,0,http,0,0,1,1,1,1,0,1,1,0,1
www.maksimedia.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,0,1
www.virginia529.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
stchartered.com,0,0,/images/adb/4a6e07e3a67d6a683dc2d1cabcd51860/index2.htm,0,http,0,0,1,2,0,2,0,1,0,0,1
www.densetsu.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
voyager.uvm.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.wbu.com,0,0,/chipperwoods/photos/downy.htm,0,http,0,2,0,0,0,1,0,0,0,0,2
www.bluemoon.net,0,0,/~opus/nframe/penguin.html,0,http,0,2,0,0,0,0,0,0,0,0,2
www.birds.cornell.edu,0,0,/ivory/,0,http,0,2,0,1,0,1,0,0,0,0,0
sac-uol-conteudo.byethost15.com,0,0,/www.sac.uol.com.br/pagamento2/index4.html,1,http,0,1,1,0,0,1,0,1,0,0,2
www.uvm.edu,0,0,/~jdavison/,0,http,0,0,0,1,0,1,0,0,0,0,0
archive.rhps.org,0,0,/fritters/yui/index.html,0,http,0,2,0,0,0,1,0,0,0,0,2
www.uvm.edu,0,0,/~uvmsga/,0,http,0,0,0,1,0,1,0,0,0,0,0
capsilab.com,0,0,/wp-admin/css/colors/adobepdf/,0,http,0,0,0,0,0,1,0,1,0,0,1
www.uvm.edu,0,0,/sparc/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.neverforget.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,1
cover-acct09964.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.cell-media.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,0,1
fb-securityloginfo406txt.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.nenature.com,0,0,/redheadedwoodpecker.htm,0,http,0,2,0,0,0,0,0,0,0,0,2
www.reseo.com,0,0,,0,http,0,0,0,0,0,0,0,0,1,0,1
hoiniki.by,0,0,/wp-content/ngg/modules/1/sa/admin.html,0,http,0,0,1,1,0,1,0,1,0,0,2
safety-check-64879.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
1drv.ms,0,0,/xs/s!AvfOtwj8HUk3lALJBGk-H9s1dhiC,0,https,0,0,0,0,0,1,0,1,0,0,2
www.zb2000.com,0,0,/acecalendar.htm,0,http,0,2,0,2,0,1,0,0,0,0,1
www.birds.cornell.edu,0,0,/allaboutbirds/birdguide/yellow-bellied_sapsucker.html,0,http,0,1,1,1,0,1,0,0,0,0,0
kustomfloordesigns.com,0,0,/doc!/index.php,0,http,0,0,0,0,0,0,0,1,0,0,1
check-updates-app.hol.es,0,0,/system-confirmation-fb,1,http,0,0,2,1,1,1,0,1,1,0,1
supporto-informatici.info,0,0,/cartasi_2.php,1,http,0,0,0,1,0,1,0,1,1,0,1
siri.uvm.edu,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,0
owa1.everettwa.gov,0,0,/owa/redir.aspx,0,https,0,2,1,1,0,1,0,1,0,0,2
cover-acct8678.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
www.chemware.co.nz,0,0,/tic.htm,0,http,0,1,0,1,0,1,0,0,0,0,2
www.alligator.site,0,0,/wp-content/wall/gallary/fin/,0,http,0,0,2,1,1,1,0,1,1,0,1
animaldiversity.ummz.umich.edu,0,0,/site/accounts/information/sula_nebouxii.html,0,http,0,1,1,1,0,1,0,0,0,0,0
ultravioleta.com.br,0,0,/webalizer/-/2017/Atualizacao.Santander-evite-transtornos/Atualizacao.Santander2016/,0,http,0,1,1,1,0,1,0,1,0,0,1
crimsonadvisorygroup.com,0,0,/wp-admin/online-banking/Cappi/last.php,0,http,0,0,2,0,0,1,0,1,1,0,1
premiosmastercard.esy.es,0,0,/W!645/index/,0,http,0,0,0,1,1,1,0,1,1,0,1
cover-acct06437.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,0,1,0,1,1,0,1
www.nzbirds.com,0,0,/birds/tauhou.html,0,http,0,2,0,1,0,0,0,0,0,0,2
doreen.mkbmemorial.com,0,0,/,0,http,0,0,0,1,0,1,0,0,0,0,2
www.neseabirds.com,0,0,/shearwateraudubon.htm,0,http,0,2,0,2,0,0,0,0,0,0,2
netlflex-001-site1.1tempurl.com,0,0,/isnm/,1,http,0,0,0,0,0,1,0,1,1,0,2
www.dtwins.co.uk,0,0,/jfic/efiction30/index.php,0,http,0,1,0,0,0,1,0,0,0,0,1
subscribe-free.info,0,0,/Mobiels37627/33fa0/07dc9/moncompte/index.php,1,http,0,0,2,1,0,1,0,1,1,0,1
signin-activitysupport.helpcenter-supportfraudsignin.com,0,0,/mpp/signin/f341/,1,https,0,0,1,1,1,1,0,1,1,0,1
universitycommunications.uvm.edu,0,0,/vq/index.html,0,http,0,2,0,1,0,1,0,0,0,0,0
info-service-il.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1
raysweb.net,0,0,/specialplaces/pages/pelican.html,0,http,0,0,0,0,0,0,0,0,0,0,2
orgcontalex.com.br,0,0,/acesso.criptografado2/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,0,http,0,1,1,1,0,1,0,1,1,1,1
www.ranksubmit.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,1
www.radaradt.com,0,0,/portal/libraries/gantry/images/iphone/esp/esp.php,0,http,0,2,2,0,0,1,0,1,0,1,1
footkre.in,0,0,/docusingn/index.php,0,https,0,0,0,1,0,1,0,1,1,0,1
caixaservicosonline.epizy.com,0,0,,0,http,0,0,0,1,0,2,0,1,0,0,0
www.blackriverhimalayans.20m.com,0,0,,0,http,0,2,0,0,0,0,0,0,0,0,2
www.r129motoring.com,0,0,/SLWerks.com/wp-includes/js/tinymce/themes/modern/default/,0,http,0,2,1,0,0,1,0,1,0,0,2
w-reia.com,0,0,/bremer/new.php,1,http,0,0,1,1,1,1,0,1,1,0,1
theparlourbeautyrooms.ie,0,0,/dehl/Yah/T/Y1.html,0,https,0,0,0,1,0,1,0,1,0,0,2
goterbox33.esy.es,0,0,/recovery-chekpoint-login.html,0,http,0,2,2,1,1,1,0,1,1,0,1
www.msdsoft.com,0,0,/agenda/eng/index.htm,0,http,0,2,0,0,0,1,0,0,0,1,2
saedds4343354.esy.es,0,0,/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.idealcs.com,0,0,/calendar/,0,http,0,0,0,0,1,1,0,0,0,0,1
makingdigital.com.br,0,0,/wp-includes/CentralClientes/index1.php,0,http,0,2,2,1,0,1,0,1,0,0,2
mailemacces.form2pay.com,0,0,/accessmails.html,0,http,0,2,0,2,0,2,0,1,0,0,2
asyastil.com,0,0,/cats/3/1/06/87zrazsazr4a9raz/,0,http,0,0,0,1,1,1,0,1,1,0,1
notify-action-acct.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.yewcats.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,2
safety-check-938407.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
owaispsecuredesk2017.myfreesites.net,0,0,/,0,http,0,0,0,0,0,0,0,1,0,0,2
re-sourceerror.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.emba.uvm.edu,0,0,/~dben/,0,http,0,2,0,1,0,1,0,0,0,0,0
dothothinhvuong.vn,0,0,/wp-content/uploads/2017/02/d/ayo1/ayo1/ayo1/,0,http,0,0,2,1,1,1,0,1,0,0,2
www.nemurokinenkan.net,0,0,,0,http,0,0,0,1,1,1,0,0,1,0,1
onlinedecu.cba.pl,0,0,/yahoo.php,0,http,0,2,0,0,0,1,0,1,0,0,0
www.snellingcenter.org,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
www.copelandesign.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.sitepropel.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
www.refreshweb.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
fb-securityaccountlogincheck808.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.searchintelligence.ca,0,0,/,0,http,0,0,0,0,0,0,0,0,1,0,1
www.stevensonsharpe.co.uk,0,0,,0,http,0,2,0,0,0,1,0,0,1,0,1
www.meu-fgtscaixa.com,0,0,/2017/pages/inter/index.php,1,http,0,2,2,0,0,1,0,1,1,0,1
133.130.103.10,0,1,/1/,0,http,0,2,0,1,0,1,0,1,0,0,1
bestincs.com,0,0,/Dropbox/Dropbox/Dropbox/WS/8544b70514b0449d008c7091a66d58f9/contlnue.php,0,http,0,0,1,2,0,2,0,1,0,0,1
us.imdb.com,0,0,/name/nm0319737/,0,http,0,0,0,2,0,2,0,0,0,0,0
paypal1.uk-ppl202.com,0,0,/sd/,1,http,0,0,0,1,1,1,0,1,1,0,1
www.blazestar.com.br,0,0,/,0,http,0,2,0,1,0,1,0,0,0,0,1
www.somethingawful.com,0,0,/hentai/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.surveybuilder.com,0,0,/s/oFh4R/nav,0,https,0,0,0,2,0,2,0,1,0,0,2
www.receptional.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,2
www.woodbury-college.edu,0,0,/,1,http,0,0,0,1,0,1,0,0,1,0,1
anp.awn.com,0,0,/anifest-3.html,0,http,0,2,0,0,0,1,0,0,1,0,0
portal-consultafgts.com,0,0,/caixa.gov.br/pages/inter/index.php,1,http,0,1,2,0,0,1,0,1,1,0,1
www.cerias.purdue.edu,0,0,/homes/spaf/yucks/v2/msg00061.html,0,http,0,1,2,1,0,1,0,0,0,0,0
www.searchenginewiz.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,0,1
animaldiversity.ummz.umich.edu,0,0,/site/accounts/information/melanerpes_formicivorus.html,0,http,0,1,1,1,0,1,0,0,0,0,0
birds.cornell.edu,0,0,/bfl/speciesaccts/lewwoo.html,0,http,0,2,0,1,0,1,0,0,0,0,0
depatmens-recons001.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.raise-your-sites.co.uk,0,0,/,1,http,0,2,0,0,0,0,0,0,0,0,1
www.taoslandandfilm.com,0,0,/bradentnwkly.html,0,http,0,2,0,0,0,1,0,0,0,0,2
www.onlineanime.org,0,0,/,0,http,0,0,0,0,0,1,0,0,1,0,1
unifr-ch.weebly.com,0,0,/,1,http,0,0,0,0,0,0,0,1,0,0,1
newsvanguard.in,0,0,/secure/BOA/home/confirm.php,0,https,0,0,0,1,0,1,0,1,0,0,2
radiocatolicalaconsentida.com,1,0,/funciones/oba/DHLAUTO/DHLAUTO/DHL%20AUTO/dhl.php,0,http,0,1,1,0,0,1,0,1,0,0,1
www.fontedevidaeterna.org.br,0,0,/confirminfochaseonline.com/chase/5915a83c5ca352d1a60f39bf8aacaff2/email.php,0,http,0,1,1,1,0,1,0,1,0,0,2
www.jandjgraphics.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
www.uvm.edu,0,0,/~skiclub/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.rankfirst.com.au,0,0,,0,http,0,2,0,1,0,1,0,0,0,1,2
www.faridhosiery.com,0,0,/new/yahoo/login_verify2&amp;.src=ym/mail.html,0,http,0,1,2,2,0,2,0,1,0,0,1
www.birds.cornell.edu,0,0,/allaboutbirds/birdguide/nuttalls_woodpecker_dtl.html,0,http,0,1,1,1,0,1,0,0,0,0,0
cic.com.jo,0,0,/libraries/openid/Auth/OpenID/system/login.php,0,http,0,1,1,1,0,1,0,1,0,0,2
adds-info-pages2017.hol.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,0,1,0,1,1,0,1
protecfb-error.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.mbr-pwrc.usgs.gov,0,0,/id/framlst/i6290id.html,1,http,0,1,0,1,0,1,0,0,0,0,0
lambabajunior.com,0,0,/gazal/Googledrt1/,0,http,0,0,0,1,1,1,0,1,1,0,1
www-tech.mit.edu,0,0,/v110/n38/lsc.38a.html,1,http,0,1,0,1,0,1,0,0,0,0,0
asdgxfhxhxchxcxcvhhvhhf.blogspot.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,1
www.uvm.edu,0,0,/~envprog/,0,http,0,0,0,1,0,1,0,0,0,0,0
notice-payment.invoiceappconfirmation.com,0,0,/Login.php,1,http,0,2,1,0,0,1,0,1,1,0,1
ecutrack.com,0,0,/box1/dropbx.php,0,http,0,0,1,0,0,1,0,1,0,0,1
www.calendarscope.com,0,0,/,0,http,0,0,0,2,0,1,0,0,0,0,2
mobile-free.metulwx.com,0,0,/mobile/impaye/0bd551f8a879b3352e896aa800838a06/,1,http,0,0,1,0,0,1,0,1,0,1,1
www.unitedkingdomimmigrationservices.org,0,0,/jj_jp/ab915942e58c760ebd16ed102c0a54e2/,0,http,0,0,1,1,0,1,0,1,1,0,1
adsensemart.com,0,0,/dp/ayo1/ayo1/,0,http,0,0,0,1,0,1,0,1,0,1,1
wickedsickness.com,1,0,/lkjshx/mailbox/index.php,0,http,0,2,2,1,1,1,0,1,1,0,1
www.geocities.com,0,0,/kaseychan17/index.html,0,http,0,2,0,2,0,2,0,0,0,0,2
www.geocities.com,0,0,/area51/dreamworld/9882/index.html,0,http,0,2,2,2,0,2,0,0,0,0,2
www.desertsportswear.com,0,0,/bankofamerica.com/f2ad24ed2c72565d5df52a7bfa652351/,0,http,0,2,1,0,0,1,0,1,0,0,1
www.emba.uvm.edu,0,0,/~puterbau/,0,http,0,2,0,1,0,1,0,0,0,0,0
peloclub.com,0,0,/onlinepdffiles/Adobe/Adobe/property/adobe/index.html,0,http,0,0,2,0,0,1,0,1,0,0,1
wrightlandscapes.org,0,0,/no/T/Y1.html,0,http,0,0,0,1,0,1,0,1,1,0,1
pages-5507.hol.es,0,0,/facebook-security,1,http,0,0,0,1,1,1,0,1,1,0,1
vtpb-www2.cvm.tamu.edu,0,0,/brightsmith/,1,http,0,2,0,1,0,1,0,0,1,0,0
www.pcrdist.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,2
web2.uwindsor.ca,0,0,/courses/biology/dmennill/ibwo/ibwoindex.php,0,http,0,2,2,0,0,0,0,0,0,0,0
newsvanguard.in,0,0,/secure/BOA/home/info.php,0,http,0,0,1,1,0,1,0,1,0,0,2
www.aoihayashi.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,0,1
agave.garden.org,0,0,/~aaronh/,0,http,0,0,0,0,0,0,0,0,0,0,0
mobile-free.metulwx.com,0,0,/mobile/impaye/8c38590d8b9294bd252db02c0e55650f/,1,http,0,0,1,0,0,1,0,1,0,1,1
faculty.ncwc.edu,0,0,/mbrooks/pif/bird%20profiles/whiteeyed_vireo.htm,0,http,0,2,2,1,0,1,0,0,0,0,2
caixaonlinefgts.hostkda.com,0,0,/pages/,0,http,0,0,0,0,0,1,0,1,0,0,2
tauruswelding.com,0,0,/apply/eg/dg/wet/gfb/domain/pvtverify_clnt/,0,http,0,0,2,2,0,2,0,1,0,0,1
www.revteq.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,0,1
www.zabaware.com,0,0,/assistant/index.html,0,http,0,2,0,0,0,0,0,0,0,0,2
www.ornamentmania.com,0,0,/lib/gdoc-secure/gtex,0,http,0,0,0,0,0,0,0,1,0,0,1
selectonline24hs.com,0,0,/protecao/mobi.php,0,http,0,0,0,1,1,1,0,1,1,0,1
www.uvm.edu,0,0,/~juggle/,0,http,0,0,0,1,0,1,0,0,0,0,0
www.rbimedia.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
liceosanconrado.cl,0,0,/02364LOJD/casts/,0,http,0,0,0,0,0,1,0,1,0,0,1
olcmeapp.com,0,0,/lol/image.htm,0,https,0,0,0,0,0,1,0,1,0,0,1
www.uvm.edu,0,0,/~pmrc/sugarcam.html,0,http,0,2,0,1,0,1,0,0,0,0,0
www.mamujutengahkab.go.id,0,0,/terasconfig/www.att.net/,0,https,0,1,2,2,0,2,0,1,0,0,2
baitherbackreview.com,0,0,/wp-content/gtex/,0,http,0,0,0,1,1,1,0,1,1,0,1
www.radiospirits.com,0,0,/onradio/meethost_sf.asp,0,http,0,2,0,0,0,1,0,0,0,0,2
cover-acct1029.esy.es,0,0,/index.html,1,http,0,2,0,1,1,1,0,1,1,0,1
dujanapublicschool.com,0,0,/b/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/index.html,0,http,0,0,1,0,0,1,0,1,0,0,1
www.redchillisearch.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,0,1
notif-offices.esy.es,0,0,/recovery-chekpoint-login.html,1,http,0,2,2,1,1,1,0,1,1,0,1
www.falklands.net,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,1
johnricerealtydadeville.com,0,0,/image/adobepdf/91d471cc9840f4d3471602ee7aec0623/,0,http,0,0,1,0,0,1,0,1,1,0,1
er1cd13r.com,0,0,/css/update.html,0,http,0,0,0,1,1,1,0,1,1,0,1
www.awn.com,0,0,/mag/issue5.03/5.03pages/evanierforay.php3,0,http,0,1,2,0,0,1,0,0,0,0,0
